exercise_id,exercise_name,priority,positive_prompt,negative_prompt,original_prompt,api_params_stability,api_params_replicate,api_params_falai
Alternate_Hammer_Curl,Alternate Hammer Curl,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing alternate hammer curl, standing or seated; arm curling weight toward shoulder, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing alternate hammer curl, standing or seated, arm curling weight toward shoulder, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Alternate_Incline_Dumbbell_Curl,Alternate Incline Dumbbell Curl,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing alternate incline dumbbell curl, standing or seated; arm curling weight toward shoulder, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing alternate incline dumbbell curl, standing or seated, arm curling weight toward shoulder, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
wger_1012,Alternating bicep curls,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing alternating bicep curls, standing or seated; arm curling weight toward shoulder, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing alternating bicep curls, standing or seated, arm curling weight toward shoulder, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
wger_1192,Alternating Biceps Curls With Dumbbell,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing alternating biceps curls with dumbbell, standing or seated; arm curling weight toward shoulder, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing alternating biceps curls with dumbbell, standing or seated, arm curling weight toward shoulder, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Alternating_Cable_Shoulder_Press,Alternating Cable Shoulder Press,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing alternating cable shoulder press, seated or standing; arms pressing weight overhead, with cable machine, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing alternating cable shoulder press, seated or standing, arms pressing weight overhead, at cable machine, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Alternating_Deltoid_Raise,Alternating Deltoid Raise,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing alternating deltoid raise, performing exercise with proper form, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing alternating deltoid raise, performing exercise with proper form, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
wger_1567,Alternating dumbbell hammer curl,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing alternating dumbbell hammer curl, standing or seated; arm curling weight toward shoulder, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing alternating dumbbell hammer curl, standing or seated, arm curling weight toward shoulder, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Alternating_Floor_Press,Alternating Floor Press,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing alternating floor press, performing exercise with proper form, with kettlebell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing alternating floor press, performing exercise with proper form, holding kettlebell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
wger_1486,Alternating High Cable Row,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing alternating high cable row, torso bent forward; pulling weight toward body, with cable machine, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing alternating high cable row, torso bent forward, pulling weight toward body, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Alternating_Kettlebell_Press,Alternating Kettlebell Press,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing alternating kettlebell press, performing exercise with proper form, with kettlebell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing alternating kettlebell press, performing exercise with proper form, holding kettlebell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Alternating_Kettlebell_Row,Alternating Kettlebell Row,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing alternating kettlebell row, torso bent forward; pulling weight toward body, with kettlebell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing alternating kettlebell row, torso bent forward, pulling weight toward body, holding kettlebell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Alternating_Renegade_Row,Alternating Renegade Row,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing alternating renegade row, torso bent forward; pulling weight toward body, with kettlebell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing alternating renegade row, torso bent forward, pulling weight toward body, holding kettlebell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
wger_1501,Alternative DB Gorilla rows,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing alternative db gorilla rows, torso bent forward; pulling weight toward body, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing alternative db gorilla rows, torso bent forward, pulling weight toward body, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Anti-Gravity_Press,Anti-Gravity Press,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing anti-gravity press, performing exercise with proper form, with barbell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing anti-gravity press, performing exercise with proper form, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
wger_1606,Arm Raises (T/Y/I),P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing arm raises (t/y/i), performing exercise with proper form, with gym equipment, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing arm raises (t/y/i), performing exercise with proper form, bodyweight only, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Arnold_Dumbbell_Press,Arnold Dumbbell Press,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing arnold dumbbell press, performing exercise with proper form, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing arnold dumbbell press, performing exercise with proper form, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
wger_20,Arnold Shoulder Press,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing arnold shoulder press, seated or standing; arms pressing weight overhead, with dumbbells, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing arnold shoulder press, seated or standing, arms pressing weight overhead, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Axle_Deadlift,Axle Deadlift,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing axle deadlift, bent over with flat back; gripping barbell at floor, with barbell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing axle deadlift, bent over with flat back, gripping barbell at floor, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Back_Flyes_-_With_Bands,Back Flyes - With Bands,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing back flyes - with bands, performing exercise with proper form, with resistance band, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing back flyes - with bands, performing exercise with proper form, using resistance band, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Backward_Medicine_Ball_Throw,Backward Medicine Ball Throw,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing backward medicine ball throw, torso bent forward; pulling weight toward body, with gym equipment, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing backward medicine ball throw, torso bent forward, pulling weight toward body, using medicine ball, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
wger_165,Ball crunches,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing ball crunches, lying on back; curling shoulders toward knees, with gym equipment, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing ball crunches, lying on back, curling shoulders toward knees, using other, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Ball_Leg_Curl,Ball Leg Curl,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing ball leg curl, standing or seated; arm curling weight toward shoulder, with gym equipment, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing ball leg curl, standing or seated, arm curling weight toward shoulder, using exercise ball, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Barbell_Ab_Rollout,Barbell Ab Rollout,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing barbell ab rollout, performing exercise with proper form, with barbell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing barbell ab rollout, performing exercise with proper form, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Barbell_Ab_Rollout_-_On_Knees,Barbell Ab Rollout - On Knees,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing barbell ab rollout - on knees, performing exercise with proper form, with barbell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing barbell ab rollout - on knees, performing exercise with proper form, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
Barbell_Bench_Press_-_Medium_Grip,Barbell Bench Press - Medium Grip,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing barbell bench press - medium grip, lying on flat bench; arms pressing barbell/dumbbells upward, with barbell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing barbell bench press - medium grip, lying on flat bench, arms pressing barbell/dumbbells upward, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
wger_1295,Barbell Bench Press - NB,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing barbell bench press - nb, lying on flat bench; arms pressing barbell/dumbbells upward, with barbell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing barbell bench press - nb, lying on flat bench, arms pressing barbell/dumbbells upward, holding barbell, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
wger_1638,Barbell Clean and press,P1,"minimalist exercise icon, single human silhouette in solid light gray (#F2F4FF), person performing barbell clean and press, performing exercise with proper form, with barbell, lime green (#A6FF00) accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition, side view preferred","text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic, watermark, signature, face features, facial details, eyes, nose, mouth, fingers details, photo, photograph, realistic","minimalist exercise icon, single human silhouette in solid dark gray (#1A1A1A), person performing barbell clean and press, performing exercise with proper form, holding dumbbells, lime green accent line showing movement direction, transparent background, flat design, no gradients, fitness app icon style, ultra clean, sharp edges, centered composition --no text, labels, multiple people, detailed face, realistic skin, shadows, 3D effects, gradients, busy background, photorealistic","{""aspect_ratio"":""1:1"",""output_format"":""png"",""style_preset"":""digital-art""}","{""width"":512,""height"":512,""num_outputs"":1}","{""image_size"":""square"",""num_inference_steps"":28,""guidance_scale"":3.5}"
